Indicator Code,Indicator,Definition,Units,Category,Subcategory,Dimension,Dataset,Source,Link,Priority,Note,# Years,# Countries
wdi-SP.POP.4044.FE.5Y,Population ages 40-44,Female population between the ages 40 to 44 as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.4044.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.4044.MA.5Y,Population ages 40-44,Male population between the ages 40 to 44 as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.4044.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.4549.FE.5Y,Population ages 45-49,Female population between the ages 45 to 49 as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.4549.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.4549.MA.5Y,Population ages 45-49,Male population between the ages 45 to 49 as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.4549.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.5054.FE.5Y,Population ages 50-54,Female population between the ages 50 to 54 as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.5054.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.5054.MA.5Y,Population ages 50-54,Male population between the ages 50 to 54 as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.5054.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.5559.FE.5Y,Population ages 55-59,Female population between the ages 55 to 59 as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.5559.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.5559.MA.5Y,Population ages 55-59,Male population between the ages 55 to 59 as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.5559.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.6064.FE.5Y,Population ages 60-64,Female population between the ages 60 to 64 as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.6064.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.6064.MA.5Y,Population ages 60-64,Male population between the ages 60 to 64 as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.6064.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.6569.FE.5Y,Population ages 65-69,Female population between the ages 65 to 69 as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.6569.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.6569.MA.5Y,Population ages 65-69,Male population between the ages 65 to 69 as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.6569.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.65UP.FE.IN,Population ages 65 and above,"Female population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",female,Health,Structure,female,wdi,World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.65UP.FE.IN,1.0,,51.0,34.0
wdi-SP.POP.65UP.FE.ZS,Population ages 65 and above,"Female population 65 years of age or older as a percentage of the total female population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",% of female population,Health,Structure,% of female population,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.65UP.FE.ZS,1.0,,51.0,34.0
wdi-SP.POP.65UP.MA.IN,Population ages 65 and above,"Male population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",male,Health,Structure,male,wdi,World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.65UP.MA.IN,1.0,,51.0,34.0
wdi-SP.POP.65UP.MA.ZS,Population ages 65 and above,"Male population 65 years of age or older as a percentage of the total male population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",% of male population,Health,Structure,% of male population,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.65UP.MA.ZS,1.0,,51.0,34.0
wdi-SP.POP.65UP.TO,Population ages 65 and above,"Total population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",total,Health,Structure,total,wdi,World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.65UP.TO,1.0,,51.0,34.0
wdi-SP.POP.65UP.TO.ZS,Population ages 65 and above,"Population ages 65 and above as a percentage of the total population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",% of total population,Health,Structure,% of total population,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.65UP.TO.ZS,1.0,,51.0,34.0
wdi-SP.POP.7074.FE.5Y,Population ages 70-74,Female population between the ages 70 to 74 as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.7074.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.7074.MA.5Y,Population ages 70-74,Male population between the ages 70 to 74 as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.7074.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.7579.FE.5Y,Population ages 75-79,Female population between the ages 75 to 79 as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.7579.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.7579.MA.5Y,Population ages 75-79,Male population between the ages 75 to 79 as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.7579.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.80UP.FE.5Y,Population ages 80 and above,Female population between the ages 80 and above as a percentage of the total female population.,% of female population,Health,Structure,female,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.80UP.FE.5Y,1.0,,51.0,34.0
wdi-SP.POP.80UP.MA.5Y,Population ages 80 and above,Male population between the ages 80 and above as a percentage of the total male population.,% of male population,Health,Structure,male,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.80UP.MA.5Y,1.0,,51.0,34.0
wdi-SP.POP.BRTH.MF,Sex ratio at birth,Sex ratio at birth refers to male births per female births. The data are 5 year averages.,male births per female births,Health,Structure,none,wdi,United Nations Population Division. World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.BRTH.MF,1.0,,21.0,34.0
wdi-SP.POP.DPND,Age dependency ratio,Age dependency ratio is the ratio of dependents--people younger than 15 or older than 64--to the working-age population--those ages 15-64. Data are shown as the proportion of dependents per 100 working-age population.,% of working-age population,Health,Dynamics,% of working-age population,wdi,World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.DPND,1.0,,51.0,34.0
wdi-SP.POP.DPND.OL,Age dependency ratio,"Age dependency ratio, old, is the ratio of older dependents--people older than 64--to the working-age population--those ages 15-64. Data are shown as the proportion of dependents per 100 working-age population.",% of working-age population,Health,Dynamics,old,wdi,World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.DPND.OL,1.0,,51.0,34.0
wdi-SP.POP.DPND.YG,Age dependency ratio,"Age dependency ratio, young, is the ratio of younger dependents--people younger than 15--to the working-age population--those ages 15-64. Data are shown as the proportion of dependents per 100 working-age population.",% of working-age population,Health,Dynamics,young,wdi,World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.DPND.YG,1.0,,51.0,34.0
wdi-SP.POP.GROW,Population growth,"Annual population growth rate. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",annual %,Health,Dynamics,none,wdi,"Derived from total population. Population source: (1) United Nations Population Division. World Population Prospects: 2019 Revision, (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://data.worldbank.org/indicator/wdi-SP.POP.GROW,1.0,,51.0,45.0
wdi-SP.POP.SCIE.RD.P6,Researchers in R&D,"The number of researchers engaged in Research &Development (R&D), expressed as per million. Researchers are professionals who conduct research and improve or develop concepts, theories, models techniques instrumentation, software of operational methods. R&D covers basic research, applied research, and experimental development.",per million people,Infrastructure,Technology,none,wdi,UNESCO Institute for Statistics (http://uis.unesco.org/),https://data.worldbank.org/indicator/wdi-SP.POP.SCIE.RD.P6,1.0,,22.0,5.0
wdi-SP.POP.TECH.RD.P6,Technicians in R&D,"The number of technicians participated in Research & Development (R&D), expressed as per million. Technicians and equivalent staff are people who perform scientific and technical tasks involving the application of concepts and operational methods, normally under the supervision of researchers. R&D covers basic research, applied research, and experimental development.",per million people,Infrastructure,Technology,none,wdi,UNESCO Institute for Statistics (http://uis.unesco.org/),https://data.worldbank.org/indicator/wdi-SP.POP.TECH.RD.P6,1.0,,19.0,5.0
wdi-SP.POP.TOTL,Population,"Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.",total,Health,Structure,total,wdi,"(1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://data.worldbank.org/indicator/wdi-SP.POP.TOTL,1.0,,51.0,45.0
wdi-SP.POP.TOTL.FE.IN,Population,"Female population is based on the de facto definition of population, which counts all female residents regardless of legal status or citizenship.",female,Health,Structure,female,wdi,World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.TOTL.FE.IN,1.0,,51.0,34.0
wdi-SP.POP.TOTL.FE.ZS,Population,"Female population is the percentage of the population that is female. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",% of total population,Health,Structure,% of total population,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.TOTL.FE.ZS,1.0,,51.0,34.0
wdi-SP.POP.TOTL.MA.IN,Population,"Male population is based on the de facto definition of population, which counts all male residents regardless of legal status or citizenship.",male,Health,Structure,male,wdi,World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.TOTL.MA.IN,1.0,,51.0,34.0
wdi-SP.POP.TOTL.MA.ZS,Population,"Male population is the percentage of the population that is male. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",% of total population,Health,Structure,% of total population,wdi,World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects: 2019 Revision.,https://data.worldbank.org/indicator/wdi-SP.POP.TOTL.MA.ZS,1.0,,51.0,34.0
wdi-SP.REG.BRTH.FE.ZS,Completeness of birth registration,Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,%,Health,Dynamics,female,wdi,UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.,https://data.worldbank.org/indicator/wdi-SP.REG.BRTH.FE.ZS,1.0,,18.0,24.0
wdi-SP.REG.BRTH.MA.ZS,Completeness of birth registration,Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,%,Health,Dynamics,male,wdi,UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.,https://data.worldbank.org/indicator/wdi-SP.REG.BRTH.MA.ZS,1.0,,18.0,24.0
wdi-SP.REG.BRTH.RU.ZS,Completeness of birth registration,Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,%,Health,Dynamics,rural,wdi,UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.,https://data.worldbank.org/indicator/wdi-SP.REG.BRTH.RU.ZS,1.0,,20.0,23.0
wdi-SP.REG.BRTH.UR.ZS,Completeness of birth registration,Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,%,Health,Dynamics,urban,wdi,UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.,https://data.worldbank.org/indicator/wdi-SP.REG.BRTH.UR.ZS,1.0,,20.0,23.0
wdi-SP.REG.BRTH.ZS,Completeness of birth registration,Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,%,Health,Dynamics,%,wdi,UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.,https://data.worldbank.org/indicator/wdi-SP.REG.BRTH.ZS,1.0,,20.0,26.0
wdi-SP.REG.DTHS.ZS,Completeness of death registration with cause-of-death information,Completeness of death registration is the estimated percentage of deaths that are registered with their cause of death information in the vital registration system of a country.,%,Health,Dynamics,none,wdi,"World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/gho/data/node.main.1?lang=en).",https://data.worldbank.org/indicator/wdi-SP.REG.DTHS.ZS,1.0,,18.0,25.0
wdi-SP.RUR.TOTL,Rural population,Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population. Aggregation of urban and rural population may not add up to total population because of different country coverages.,unitless,Environment,Density & urbanization,unitless,wdi,World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision.,https://data.worldbank.org/indicator/wdi-SP.RUR.TOTL,1.0,,51.0,45.0
wdi-SP.RUR.TOTL.ZG,Rural population growth,Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population.,annual %,Environment,Density & urbanization,none,wdi,World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision.,https://data.worldbank.org/indicator/wdi-SP.RUR.TOTL.ZG,1.0,,51.0,40.0
wdi-SP.RUR.TOTL.ZS,Rural population,Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population.,% of total population,Environment,Density & urbanization,% of total population,wdi,World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision.,https://data.worldbank.org/indicator/wdi-SP.RUR.TOTL.ZS,1.0,,51.0,45.0
wdi-SP.URB.GROW,Urban population growth,Urban population refers to people living in urban areas as defined by national statistical offices. It is calculated using World Bank population estimates and urban ratios from the United Nations World Urbanization Prospects.,annual %,Environment,Density & urbanization,none,wdi,World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision.,https://data.worldbank.org/indicator/wdi-SP.URB.GROW,1.0,,51.0,45.0
wdi-SP.URB.TOTL,Urban population,Urban population refers to people living in urban areas as defined by national statistical offices. It is calculated using World Bank population estimates and urban ratios from the United Nations World Urbanization Prospects. Aggregation of urban and rural population may not add up to total population because of different country coverages.,unitless,Environment,Density & urbanization,unitless,wdi,World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision.,https://data.worldbank.org/indicator/wdi-SP.URB.TOTL,1.0,,51.0,45.0
wdi-SP.URB.TOTL.IN.ZS,Urban population,Urban population refers to people living in urban areas as defined by national statistical offices. The data are collected and smoothed by United Nations Population Division.,% of total population,Environment,Density & urbanization,% of total population,wdi,United Nations Population Division. World Urbanization Prospects: 2018 Revision.,https://data.worldbank.org/indicator/wdi-SP.URB.TOTL.IN.ZS,1.0,,51.0,45.0
wdi-SP.UWT.TFRT,Unmet need for contraception,"Unmet need for contraception is the percentage of fertile, married women of reproductive age who do not want to become pregnant and are not using contraception.",% of married women ages 15-49,Health,Reproductive health,none,wdi,"Household surveys, including Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by United Nations Population Division.",https://data.worldbank.org/indicator/wdi-SP.UWT.TFRT,1.0,,37.0,26.0
wdi-ST.INT.ARVL,International tourism,"International inbound tourists (overnight visitors) are the number of tourists who travel to a country other than that in which they usually reside, and outside their usual environment, for a period not exceeding 12 months and whose main purpose in visiting is other than an activity remunerated from within the country visited. When data on number of tourists are not available, the number of visitors, which includes tourists, same-day visitors, cruise passengers, and
crew members, is shown instead.",number of arrivals,Private Sector & Trade,Travel & tourism,number of arrivals,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",https://data.worldbank.org/indicator/wdi-ST.INT.ARVL,1.0,,25.0,44.0
wdi-ST.INT.DPRT,International tourism,International outbound tourists are the number of departures that people make from their country of usual residence to any other country for any purpose other than an activity remunerated in the country visited.,number of departures,Private Sector & Trade,Travel & tourism,number of departures,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",https://data.worldbank.org/indicator/wdi-ST.INT.DPRT,1.0,,25.0,17.0
wdi-ST.INT.RCPT.CD,International tourism,"International tourism receipts are expenditures by international inbound visitors, including payments to national carriers for international transport. These receipts include any other prepayment made for goods or services received in the destination country. They also may include receipts from same-day visitors, except when these are important enough to justify separate classification. For some countries they do not include receipts for passenger transport items. Data are in current U.S. dollars.",current US$,Private Sector & Trade,Travel & tourism,current US$,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",https://data.worldbank.org/indicator/wdi-ST.INT.RCPT.CD,1.0,,25.0,45.0
wdi-ST.INT.RCPT.XP.ZS,International tourism,"International tourism receipts are expenditures by international inbound visitors, including payments to national carriers for international transport. These receipts include any other prepayment made for goods or services received in the destination country. They also may include receipts from same-day visitors, except when these are important enough to justify separate classification. For some countries they do not include receipts for passenger transport items. Their share in exports is calculated as a ratio to exports of goods and services, which comprise all transactions between residents of a country and the rest of the world involving a change of ownership from residents to nonresidents of general merchandise, goods sent for processing and repairs, nonmonetary gold, and services.",% of total exports,Private Sector & Trade,Travel & tourism,% of total exports,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, and IMF and World Bank exports estimates.",https://data.worldbank.org/indicator/wdi-ST.INT.RCPT.XP.ZS,1.0,,25.0,41.0
wdi-ST.INT.TRNR.CD,International tourism,"International tourism receipts for passenger transport items are expenditures by international inbound visitors for all services provided in the international transportation by resident carriers. Also included are passenger services performed within an economy by nonresident carriers. Excluded are passenger services provided to nonresidents by resident carriers within the resident economies; these are included in travel items. In addition to the services covered by passenger fares--including fares that are a part of package tours but excluding cruise fares, which are included in travel--passenger services include such items as charges for excess baggage, vehicles, or other personal accompanying effects and expenditures for food, drink, or other items for which passengers make expenditures while on board carriers. Data are in current U.S. dollars.",current US$,Private Sector & Trade,Travel & tourism,receipts for passenger transport items,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",https://data.worldbank.org/indicator/wdi-ST.INT.TRNR.CD,1.0,,25.0,31.0
wdi-ST.INT.TRNX.CD,International tourism,"International tourism expenditures for passenger transport items are expenditures of international outbound visitors in other countries for all services provided during international transportation by nonresident carriers. Also included are passenger services performed within an economy by nonresident carriers. Excluded are passenger services provided to nonresidents by resident carriers within the resident economies; these are included in travel items. In addition to the services covered by passenger fares--including fares that are a part of package tours but excluding cruise fares, which are included in travel--passenger services include such items as charges for excess baggage, vehicles, or other personal accompanying effects and expenditures for food, drink, or other items for which passengers make expenditures while on board carriers. Data are in current U.S. dollars.",current US$,Private Sector & Trade,Travel & tourism,expenditures for passenger transport items,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",https://data.worldbank.org/indicator/wdi-ST.INT.TRNX.CD,1.0,,25.0,39.0
wdi-ST.INT.TVLR.CD,International tourism,"International tourism receipts for travel items are expenditures by international inbound visitors in the reporting economy. The goods and services are purchased by, or on behalf of, the traveler or provided, without a quid pro quo, for the traveler to use or give away. These receipts should include any other prepayment made for goods or services received in the destination country. They also may include receipts from same-day visitors, except in cases where these are so important as to justify a separate classification. Excluded is the international carriage of travelers, which is covered in passenger travel items. Data are in current U.S. dollars.",current US$,Private Sector & Trade,Travel & tourism,receipts for travel items,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",https://data.worldbank.org/indicator/wdi-ST.INT.TVLR.CD,1.0,,25.0,43.0
wdi-ST.INT.TVLX.CD,International tourism,"International tourism expenditures are expenditures of international outbound visitors in other countries. The goods and services are purchased by, or on behalf of, the traveler or provided, without a quid pro quo, for the traveler to use or give away. These may include expenditures by residents traveling abroad as same-day visitors, except in cases where these are so important as to justify a separate classification. Excluded is the international carriage of travelers, which is covered in passenger travel items. Data are in current U.S. dollars.",current US$,Private Sector & Trade,Travel & tourism,expenditures for travel items,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",https://data.worldbank.org/indicator/wdi-ST.INT.TVLX.CD,1.0,,25.0,42.0
wdi-ST.INT.XPND.CD,International tourism,"International tourism expenditures are expenditures of international outbound visitors in other countries, including payments to foreign carriers for international transport. These expenditures may include those by residents traveling abroad as same-day visitors, except in cases where these are important enough to justify separate classification. For some countries they do not include expenditures for passenger transport items. Data are in current U.S. dollars.",current US$,Private Sector & Trade,Travel & tourism,current US$,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",https://data.worldbank.org/indicator/wdi-ST.INT.XPND.CD,1.0,,25.0,44.0
wdi-ST.INT.XPND.MP.ZS,International tourism,"International tourism expenditures are expenditures of international outbound visitors in other countries, including payments to foreign carriers for international transport. These expenditures may include those by residents traveling abroad as same-day visitors, except in cases where these are important enough to justify separate classification. For some countries they do not include expenditures for passenger transport items. Their share in imports is calculated as a ratio to imports of goods and services, which comprise all transactions between residents of a country and the rest of the world involving a change of ownership from nonresidents to residents of general merchandise, goods sent for processing and repairs, nonmonetary gold, and services.",% of total imports,Private Sector & Trade,Travel & tourism,% of total imports,wdi,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, and IMF and World Bank imports estimates.",https://data.worldbank.org/indicator/wdi-ST.INT.XPND.MP.ZS,1.0,,25.0,42.0
wdi-TG.VAL.TOTL.GD.ZS,Merchandise trade,"Merchandise trade as a share of GDP is the sum of merchandise exports and imports divided by the value of GDP, all in current U.S. dollars.",% of GDP,Private Sector & Trade,Total merchandise trade,none,wdi,"World Trade Organization, and World Bank GDP estimates.",https://data.worldbank.org/indicator/wdi-TG.VAL.TOTL.GD.ZS,1.0,,51.0,44.0
wdi-TM.QTY.MRCH.XD.WD,Import volume index,"Import volume indexes are derived from UNCTAD's volume index series and are the ratio of the import value indexes to the corresponding unit value indexes. Unit value indexes are based on data reported by countries that demonstrate consistency under UNCTAD quality controls, supplemented by UNCTAD’s estimates using the previous year’s trade values at the Standard International Trade Classification three-digit level as weights. To improve data coverage, especially for the latest periods, UNCTAD constructs a set of average prices indexes at the three-digit product classification of the Standard International Trade Classification revision 3 using UNCTAD’s Commodity Price Statistics, interna­tional and national sources, and UNCTAD secretariat estimates and calculates unit value indexes at the country level using the current year’s trade values as weights. For economies for which UNCTAD does not publish data, the import volume indexes (lines 73) in the IMF's International Financial Statistics are used.",2000 = 100,Private Sector & Trade,Trade indexes,none,wdi,"United Nations Conference on Trade and Development, Handbook of Statistics and data files, and International Monetary Fund, International Financial Statistics.",https://data.worldbank.org/indicator/wdi-TM.QTY.MRCH.XD.WD,1.0,,40.0,41.0
wdi-TM.TAX.MANF.BC.ZS,Binding coverage,Binding coverage is the percentage of product lines with an agreed bound rate. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,%,Private Sector & Trade,Tariffs,manufactured products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from World Trade Organization.",https://data.worldbank.org/indicator/wdi-TM.TAX.MANF.BC.ZS,1.0,,25.0,28.0
wdi-TM.TAX.MANF.BR.ZS,"Bound rate, simple mean",Simple mean bound rate is the unweighted average of all the lines in the tariff schedule in which bound rates have been set. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,%,Private Sector & Trade,Tariffs,manufactured products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from World Trade Organization.",https://data.worldbank.org/indicator/wdi-TM.TAX.MANF.BR.ZS,1.0,,25.0,28.0
wdi-TM.TAX.MANF.IP.ZS,Share of tariff lines with international peaks,Share of tariff lines with international peaks is the share of lines in the tariff schedule with tariff rates that exceed 15 percent. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,%,Private Sector & Trade,Tariffs,manufactured products,wdi,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database.",https://data.worldbank.org/indicator/wdi-TM.TAX.MANF.IP.ZS,1.0,,32.0,38.0
